alpha,attackA1,attackA2,attackA3
0.0,0.0,0.0,0.0
0.010101010101010102,0.0034957382287707705,0.012211516521583905,0.028294151258628643
0.020202020202020204,0.0067847193746363695,0.024006100909725814,0.05550518553055375
0.030303030303030304,0.009867087185280869,0.035393374264513756,0.08164842933795373
0.04040404040404041,0.012745301402538088,0.046387312099311115,0.10673715733225034
0.050505050505050504,0.01541949565952923,0.05699548604905373,0.13078935570623884
0.06060606060606061,0.017891983880045828,0.06722958729597066,0.15383394981028317
0.0707070707070707,0.02016024678964845,0.07710384941607969,0.17591014278440115
0.08080808080808081,0.02222601020037449,0.08662172525777478,0.1970644542716732
0.09090909090909091,0.024091886096344495,0.09579960617109141,0.2173469492493928
0.10101010101010101,0.025756031349833716,0.10464004718520135,0.2368019002909562
0.1111111111111111,0.027218470679323824,0.11315910343574231,0.25546939132944796
0.12121212121212122,0.028479052296120893,0.12135851874589648,0.27338116399928036
0.13131313131313133,0.029537420052587842,0.12925403492200158,0.2905625268996007
0.1414141414141414,0.03039628493209345,0.13684655539740997,0.307037023625479
0.15151515151515152,0.03105222724534099,0.1441516263602742,0.3228234788892355
0.16161616161616163,0.03150451203991458,0.1511692153102233,0.33794660149228434
0.1717171717171717,0.03175579825045126,0.15791485093190527,0.3524332103345998
0.18181818181818182,0.03180175449267779,0.16438742014219687,0.366312843143597
0.1919191919191919,0.03164492644296941,0.17060266316140008,0.37961842317815697
0.20202020202020202,0.031280443831398205,0.17655819363304162,0.3923764663292547
0.21212121212121213,0.030710667922306537,0.18227024640812414,0.40461582074023245
0.2222222222222222,0.029929980512440935,0.1877397851737114,0.4163606580260286
0.23232323232323232,0.028944958910642398,0.1929692694947061,0.4276320815077694
0.24242424242424243,0.027749421731593987,0.19797323279203252,0.43845181116119114
0.25252525252525254,0.026341012305261126,0.2027481494875863,0.4488335111206438
0.26262626262626265,0.02472150680132008,0.20730971926783753,0.45879694728478265
0.2727272727272727,0.02288782373804593,0.21165786478644497,0.46836035303168827
0.2828282828282828,0.020836098905849337,0.21579331707356578,0.4775421499725391
0.29292929292929293,0.01857679327122501,0.2197312924230859,0.4863638603536865
0.30303030303030304,0.016095239916845687,0.22347135021912318,0.4948374636597797
0.31313131313131315,0.013403108322780436,0.22701337517543083,0.5029814949782948
0.32323232323232326,0.010506532108622983,0.23037289934632366,0.5108108859576752
0.3333333333333333,0.007419118789770349,0.23354881624903415,0.5183424080451262
0.3434343434343434,0.004238012628285764,0.23654572296350826,0.5255844199276258
0.35353535353535354,0.0015220623988335042,0.23936282191258246,0.5325515854394348
0.36363636363636365,0.0005340055671209689,0.24201551646609115,0.5392561419051835
0.37373737373737376,0.0003030318862164246,0.24450231337713527,0.5457099619517637
0.3838383838383838,0.00021484769703774005,0.24682747279026632,0.5519281247472139
0.3939393939393939,0.0001707295169081741,0.24899519099403114,0.5579155193202646
0.40404040404040403,0.0001419158673135087,0.25100376222349496,0.5636851237080972
0.41414141414141414,0.00012066888174626033,0.25286922726731154,0.5692466832865649
0.42424242424242425,0.00011267809285290419,0.2545895054878715,0.5746127527708205
0.43434343434343436,9.892293627573583e-5,0.2561686509327942,0.5797865915209516
0.4444444444444444,9.175531915016093e-5,0.25761070199639796,0.5847790969061828
0.45454545454545453,8.475639708544124e-5,0.25891969049261176,0.5895983606856932
0.46464646464646464,8.440064521116217e-5,0.26009965023682624,0.5942521209865977
0.47474747474747475,7.765194063773829e-5,0.2611546251485735,0.5987518494171717
0.48484848484848486,7.748898483566492e-5,0.2620886768693615,0.6030976582473825
0.494949494949495,7.080016404628247e-5,0.26290589187713853,0.6072993605030004
0.5050505050505051,7.07899008757518e-5,0.26361038806951004,0.6113633594377216
0.5151515151515151,6.397568754947647e-5,0.2642063207810839,0.6152995103988378
0.5252525252525253,6.408401706194865e-5,0.26469788819563156,0.6191072434037546
0.5353535353535354,6.418316433389135e-5,0.26508933611075175,0.6227950492209242
0.5454545454545454,6.427396147043502e-5,0.26538496201114575,0.6263682978838929
0.5555555555555556,6.43571923934484e-5,0.2655891184063188,0.6298321222541186
0.5656565656565656,5.751370067373041e-5,0.26570621538935485,0.6331957701355292
0.5757575757575758,5.76832126829963e-5,0.26574776846675113,0.636456375866212
0.5858585858585859,5.7844954780582176e-5,0.2657045506021629,0.6396218696609292
0.5959595959595959,5.799947609890088e-5,0.26558788762959723,0.642696573097146
0.6060606060606061,5.8147299683570695e-5,0.2654024276698417,0.6456846264147971
0.6161616161616161,5.8288923499276015e-5,0.26515287588405134,0.6485947530159256
0.6262626262626263,5.8424821412030044e-5,0.2648439915655903,0.6514223479882651
0.6363636363636364,5.129968887105183e-5,0.2644879402537161,0.6541749190828426
0.6464646464646465,5.149312788012778e-5,0.2640752694380281,0.6568559928079963
0.6565656565656566,5.1680522161003685e-5,0.2636178387262164,0.6594689551877096
0.6666666666666666,5.186220183234788e-5,0.2631205725741945,0.6620219309796423
0.6767676767676768,5.2038484084497604e-5,0.26258842001421595,0.6645092837891846
0.6868686868686869,5.220967350973899e-5,0.26203393387532564,0.6669380591025516
0.696969696969697,5.237606243258855e-5,0.26144729601054884,0.6693111607706308
0.7070707070707071,5.2537931240077254e-5,0.26084067367636465,0.671631383143917
0.7171717171717171,5.2695548712036396e-5,0.2602190157234718,0.673906050890406
0.7272727272727273,5.284917235138568e-5,0.25958724449826487,0.6761292859265278
0.7373737373737373,5.2999048714423424e-5,0.2589579546555737,0.6783075136027238
0.7474747474747475,5.314541374111884e-5,0.25832085278824335,0.6804431409868281
0.7575757575757576,5.328849308540642e-5,0.2576881023385703,0.6825384862289972
0.7676767676767676,5.342850244548247e-5,0.2570643913204078,0.6845957819292916
0.7777777777777778,5.356564789410384e-5,0.2564543182732201,0.6866218322900398
0.7878787878787878,5.3700126208888485e-5,0.25586237948880985,0.6886100442001947
0.797979797979798,5.383212520261846e-5,0.25529295646419,0.6905664753202565
0.8080808080808081,5.3961824053544796e-5,0.25475030371939106,0.6924930445071765
0.8181818181818182,5.408939363569446e-5,0.2542385371184386,0.6943915978222167
0.8282828282828283,5.4214996849179475e-5,0.2537616228283159,0.6962639106134035
0.8383838383838383,4.676478368900053e-5,0.2533233670441396,0.6981116894428638
0.8484848484848485,4.691734943731358e-5,0.25292740659906715,0.69994106506121
0.8585858585858586,4.706734514803013e-5,0.252577200564401,0.7017450785591136
0.8686868686868687,4.721490600856076e-5,0.25227602292938456,0.7035292984411315
0.8787878787878788,4.736016165424538e-5,0.25202695643148193,0.7052951697711543
0.8888888888888888,4.7503236168352855e-5,0.25183288758712025,0.7070440762696727
0.898989898989899,4.7644248082080716e-5,0.25168849540600885,0.7087773416328749
0.9090909090909091,4.778331037455518e-5,0.2516126234376628,0.7104962307930267
0.9191919191919192,4.7920530472831266e-5,0.25159923028654646,0.7122019511303689
0.9292929292929293,4.805601025189289e-5,0.2516423081204922,0.7138956536463227
0.9393939393939394,4.818984603465341e-5,0.25176038252633837,0.7155784341072293
0.9494949494949495,4.832212859195629e-5,0.25193828738364804,0.7172513341672527
0.9595959595959596,4.845294314257593e-5,0.2521946391576041,0.7189153424783687
0.9696969696969697,4.858236935321884e-5,0.25251360146466884,0.720576021279701
0.9797979797979798,4.871048133852518e-5,0.25291340223830533,0.7222251945990922
0.98989898989899,4.8837347661070336e-5,0.25337803961265964,0.7238681212157454
1.0,4.896303133136715e-5,0.2539165526393229,0.7255055872509382
